人民的名义4k,#genre#
第32集,https://www.4k-av.com/tv/002768-in-the-name-of-people-ep32/4k/jnlkkg.m3u8
第33集,https://www.4k-av.com/tv/002769-in-the-name-of-people-ep33/4k/rfkeqc.m3u8
第34集,https://www.4k-av.com/tv/002770-in-the-name-of-people-ep34/4k/prllcj.m3u8
第35集,https://www.4k-av.com/tv/002771-in-the-name-of-people-ep35/4k/ovimgx.m3u8
第36集,https://www.4k-av.com/tv/002772-in-the-name-of-people-ep36/4k/cvwzww.m3u8
第37集,https://www.4k-av.com/tv/002773-in-the-name-of-people-ep37/4k/odskfu.m3u8
第38集,https://www.4k-av.com/tv/002774-in-the-name-of-people-ep38/4k/vgcxbk.m3u8
第39集,https://www.4k-av.com/tv/002775-in-the-name-of-people-ep39/4k/xtxvmd.m3u8
第40集,https://www.4k-av.com/tv/002776-in-the-name-of-people-ep40/4k/cnswnw.m3u8
第41集,https://www.4k-av.com/tv/002777-in-the-name-of-people-ep41/4k/qlwklm.m3u8
第42集,https://www.4k-av.com/tv/002778-in-the-name-of-people-ep42/4k/ojovjs.m3u8
第43集,https://www.4k-av.com/tv/002779-in-the-name-of-people-ep43/4k/ejnsia.m3u8
第44集,https://www.4k-av.com/tv/002780-in-the-name-of-people-ep44/4k/oyjotc.m3u8
第45集,https://www.4k-av.com/tv/002781-in-the-name-of-people-ep45/4k/nqeudb.m3u8
第46集,https://www.4k-av.com/tv/002782-in-the-name-of-people-ep46/4k/uhvqnp.m3u8
第47集,https://www.4k-av.com/tv/002783-in-the-name-of-people-ep47/4k/rrnixu.m3u8
第48集,https://www.4k-av.com/tv/002784-in-the-name-of-people-ep48/4k/hybpjt.m3u8
第49集,https://www.4k-av.com/tv/002785-in-the-name-of-people-ep49/4k/axofcq.m3u8
第50集,https://www.4k-av.com/tv/002786-in-the-name-of-people-ep50/4k/vmxasd.m3u8
第51集,https://www.4k-av.com/tv/002787-in-the-name-of-people-ep51/4k/tncxod.m3u8
第52集,https://www.4k-av.com/tv/002788-in-the-name-of-people-ep52/4k/ulxuug.m3u8
第53集,https://www.4k-av.com/tv/002789-in-the-name-of-people-ep53/4k/vqxrlb.m3u8
第54集,https://www.4k-av.com/tv/002790-in-the-name-of-people-ep54/4k/vpthrp.m3u8
第55集,https://www.4k-av.com/tv/002791-in-the-name-of-people-ep55/4k/zmfdsn.m3u8
人民的名义720p,#genre#
第1集,https://www.4k-av.com/tv/002737-in-the-name-of-people-ep01/720P/wwezlz.m3u8
第2集,https://www.4k-av.com/tv/002738-in-the-name-of-people-ep02/720P/mnjifg.m3u8
第3集,https://www.4k-av.com/tv/002739-in-the-name-of-people-ep03/720P/tmmwzp.m3u8
第4集,https://www.4k-av.com/tv/002740-in-the-name-of-people-ep04/720P/ozyqtf.m3u8
第5集,https://www.4k-av.com/tv/002741-in-the-name-of-people-ep05/720P/wwaoei.m3u8
第6集,https://www.4k-av.com/tv/002742-in-the-name-of-people-ep06/720P/iwawem.m3u8
第7集,https://www.4k-av.com/tv/002743-in-the-name-of-people-ep07/720P/jceoum.m3u8
第8集,https://www.4k-av.com/tv/002744-in-the-name-of-people-ep08/720P/jkmikj.m3u8
第9集,https://www.4k-av.com/tv/002745-in-the-name-of-people-ep09/720P/rartgf.m3u8
第10集,https://www.4k-av.com/tv/002746-in-the-name-of-people-ep10/720P/gyhcps.m3u8
第11集,https://www.4k-av.com/tv/002747-in-the-name-of-people-ep11/720P/auinlc.m3u8
第12集,https://www.4k-av.com/tv/002748-in-the-name-of-people-ep12/720P/hfbept.m3u8
第13集,https://www.4k-av.com/tv/002749-in-the-name-of-people-ep13/720P/vpgshz.m3u8
第14集,https://www.4k-av.com/tv/002750-in-the-name-of-people-ep14/720P/jcqmad.m3u8
第15集,https://www.4k-av.com/tv/002751-in-the-name-of-people-ep15/720P/oxstay.m3u8
第16集,https://www.4k-av.com/tv/002752-in-the-name-of-people-ep16/720P/udzhqj.m3u8
第17集,https://www.4k-av.com/tv/002753-in-the-name-of-people-ep17/720P/laqeup.m3u8
第18集,https://www.4k-av.com/tv/002754-in-the-name-of-people-ep18/720P/jmuakb.m3u8
第19集,https://www.4k-av.com/tv/002755-in-the-name-of-people-ep19/720P/lwkgdq.m3u8
第20集,https://www.4k-av.com/tv/002756-in-the-name-of-people-ep20/720P/ncavxn.m3u8
第21集,https://www.4k-av.com/tv/002757-in-the-name-of-people-ep21/720P/imuiqz.m3u8
第22集,https://www.4k-av.com/tv/002758-in-the-name-of-people-ep22/720P/gguftz.m3u8
第23集,https://www.4k-av.com/tv/002759-in-the-name-of-people-ep23/720P/dbtbvv.m3u8
第24集,https://www.4k-av.com/tv/002760-in-the-name-of-people-ep24/720P/xqspdk.m3u8
第25集,https://www.4k-av.com/tv/002761-in-the-name-of-people-ep25/720P/kyggvv.m3u8
第26集,https://www.4k-av.com/tv/002762-in-the-name-of-people-ep26/720P/dxqpdg.m3u8
第27集,https://www.4k-av.com/tv/002763-in-the-name-of-people-ep27/720P/ywiihz.m3u8
第28集,https://www.4k-av.com/tv/002764-in-the-name-of-people-ep28/720P/ukyjrg.m3u8
第29集,https://www.4k-av.com/tv/002765-in-the-name-of-people-ep29/720P/titnwz.m3u8
第30集,https://www.4k-av.com/tv/002766-in-the-name-of-people-ep30/720P/egvsdv.m3u8
第31集,https://www.4k-av.com/tv/002767-in-the-name-of-people-ep31/720P/miehhk.m3u8
第32集,https://www.4k-av.com/tv/002768-in-the-name-of-people-ep32/720P/jnlkkg.m3u8
第33集,https://www.4k-av.com/tv/002769-in-the-name-of-people-ep33/720P/rfkeqc.m3u8
第34集,https://www.4k-av.com/tv/002770-in-the-name-of-people-ep34/720P/prllcj.m3u8
第35集,https://www.4k-av.com/tv/002771-in-the-name-of-people-ep35/720P/ovimgx.m3u8
第36集,https://www.4k-av.com/tv/002772-in-the-name-of-people-ep36/720P/cvwzww.m3u8
第37集,https://www.4k-av.com/tv/002773-in-the-name-of-people-ep37/720P/odskfu.m3u8
第38集,https://www.4k-av.com/tv/002774-in-the-name-of-people-ep38/720P/vgcxbk.m3u8
第39集,https://www.4k-av.com/tv/002775-in-the-name-of-people-ep39/720P/xtxvmd.m3u8
第40集,https://www.4k-av.com/tv/002776-in-the-name-of-people-ep40/720P/cnswnw.m3u8
第41集,https://www.4k-av.com/tv/002777-in-the-name-of-people-ep41/720P/qlwklm.m3u8
第42集,https://www.4k-av.com/tv/002778-in-the-name-of-people-ep42/720P/ojovjs.m3u8
第43集,https://www.4k-av.com/tv/002779-in-the-name-of-people-ep43/720P/ejnsia.m3u8
第44集,https://www.4k-av.com/tv/002780-in-the-name-of-people-ep44/720P/oyjotc.m3u8
第45集,https://www.4k-av.com/tv/002781-in-the-name-of-people-ep45/720P/nqeudb.m3u8
第46集,https://www.4k-av.com/tv/002782-in-the-name-of-people-ep46/720P/uhvqnp.m3u8
第47集,https://www.4k-av.com/tv/002783-in-the-name-of-people-ep47/720P/rrnixu.m3u8
第48集,https://www.4k-av.com/tv/002784-in-the-name-of-people-ep48/720P/hybpjt.m3u8
第49集,https://www.4k-av.com/tv/002785-in-the-name-of-people-ep49/720P/axofcq.m3u8
第50集,https://www.4k-av.com/tv/002786-in-the-name-of-people-ep50/720P/vmxasd.m3u8
第51集,https://www.4k-av.com/tv/002787-in-the-name-of-people-ep51/720P/tncxod.m3u8
第52集,https://www.4k-av.com/tv/002788-in-the-name-of-people-ep52/720P/ulxuug.m3u8
第53集,https://www.4k-av.com/tv/002789-in-the-name-of-people-ep53/720P/vqxrlb.m3u8
第54集,https://www.4k-av.com/tv/002790-in-the-name-of-people-ep54/720P/vpthrp.m3u8
第55集,https://www.4k-av.com/tv/002791-in-the-name-of-people-ep55/720P/zmfdsn.m3u8
4KTV,#genre#
哥斯拉1,https://www.4k-av.com/movie/005446-godzilla/4k/ootxrt.m3u8
哥斯拉2：怪兽之王,https://www.4k-av.com/movie/005447-godzilla-king-of-the-monsters/4k/pzdbll.m3u8
哥斯拉大战金刚2：帝国崛起 ,https://www.4k-av.com/movie/005815-godzilla-x-kong-the-new-empire/4k/kfzbnb.m3u8
哥斯拉大战金刚,https://www.4k-av.com/movie/005448-godzilla-vs-kong/4k/ivrssi.m3u8
我才不要和你做朋友,https://www.4k-av.com/movie/006465-be-friend-my-mom/4K/mgknwt.m3u8
中南海保镖,https://www.4k-av.com/movie/006919-the-bodyguard-from-beijing/4k/kxbvns.m3u8
赤壁上,https://www.4k-av.com/movie/004357-red-cliff-part-1/720P/vbrwmm.m3u8
赤壁下,https://www.4k-av.com/movie/004358-red-cliff-part-2/720P/ktdvxg.m3u8
黑金,https://www.4k-av.com/movie/002311-island-of-greed/1080P/fzvizj.m3u8
2024中央广播电视总台中秋晚会,https://www.4k-av.com/tv/106915-the-mid-autumn-festival-gala-2024/4k/jxmehl.m3u8
第二十条,https://www.4k-av.com/movie/005659-article-20/4k/maqtxq.m3u8
无敌浩克,https://www.4k-av.com/movie/000497-the-incredible-hulk/4k/hgdxvn.m3u8
速度与激情之特别行动,https://www.4k-av.com/movie/001140-fast-furious-presents-hobbs-shaw/4K/nivtcl.m3u8
人在囧途1,https://www.4k-av.com/movie/004960-lost-on-journey/1080P/fruqfn.m3u8
人在囧途之泰囧,https://www.4k-av.com/movie/004961-lost-in-thailand/4K/oroxzx.m3u8
人在囧途之港囧,https://www.4k-av.com/movie/004962-lost-in-hong-kong/1080P/ispmst.m3u8
唐人街探案1,https://www.4k-av.com/movie/005040-detective-chinatown/1080P/ttkygx.m3u8
唐人街探案2,https://www.4k-av.com/movie/005046-detective-chinatown-2/4K/jqjttj.m3u8
唐人街探案3,https://www.4k-av.com/movie/005052-detective-chinatown-3/4K/index.m3u8
战狼,https://www.4k-av.com/movie/003669-wolf-warriors/1080P/rrtrbf.m3u8
战狼2,https://www.4k-av.com/movie/003670-wolf-warriors-2/4K/mxfxap.m3u8
志愿军之雄兵出击,https://www.4k-av.com/movie/004235-the-volunteers-to-the-war/4K/zsjkop.m3u8
长津湖第一部4k,https://www.4k-av.com/movie/004352-the-battle-at-lake-changjin/4K/pqlrao.m3u8
长津湖之水门桥4k,https://www.4k-av.com/movie/004353-the-battle-at-lake-changjin-ii/4K/rrambv.m3u8
复仇者联盟4灭霸,https://www.4k-av.com/movie/000840-avengers-infinity-war/4K/qxjbcr.m3u8
绝地战警之生死与共09,https://www.4k-av.com/movie/006614-bad-boys-ride-or-die/4K/tkhrsm.m3u8
变形金刚6之大黄蜂,https://www.4k-av.com/movie/001432-bumblebee/4K/snxorh.m3u8
变形金刚7之超能勇士,https://www.4k-av.com/movie/002676-transformers-rise-of-the-beasts/4K/fzaivt.m3u8
华数TV,#genre#
变形金刚1,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-10/04/20221004131228774J3ZxHroD/27af7e7eb8fd96ce11004dbe0c5bbe0f/6709f410/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
变形金刚2,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-09/19/20220919101956642MnrWT5WJ/47236d0116bda1018dbfe59f811bd688/6709fb69/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
变形金刚3,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-09/22/20220922142510058OfUbwVzh/c6c3cdcffadb4f48fe3a2664dc4988e6/6709fbaa/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
变形金刚4,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-06/27/20230627090222745gXoW0fWI/4dc2a34aa4c9e12b8784297750ac49d5/6709fbcf/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
变形金刚5,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-09/29/20220929170926412Akcgt0Vl/a627849918aaf5da62db81d6dfdd42c4/6709fc13/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
钢铁侠1,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-06/29/20230629082219107L6zz5bnU/d60b58e6b0ac87e66c109254ea6d39e6/6709fdc0/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
钢铁侠2,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-04/21/20230421130247614tJZ0UoV8/77408996e8a959f5ac9270a8b93d5efb/6709fdf0/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
美国队长1,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-02/28/20230228110422146CFzDNrbP/0363936416f504108ab6f83212767694/670a1424/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
美国队长2,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-06/07/20230607113423197crp2vpvU/434a2a8e9304085fb057351a1a616735/670a1467/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
美国队长3,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-04/19/20240419093035607DpHk24SO/3d0c8b698a16838abd7a6c3e12466ed5/670a147d/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
复仇者联盟1,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-08/18/20230818103908245a8pMFSDF/c99c4afe9cc1ed733c7d8164668c72f2/670a14f3/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
复仇者联盟2,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-02/06/20230206114234854pYygfCc9/e208ce49cc1b6717f26460966a88e09b/670a153a/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
复仇者联盟3,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-04/28/20230428082911102uz3wUGwJ/e4b160ce9a89b3bd7966c0915842a0bd/670a155a/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
复仇者联盟4,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-03/01/20240301093223114T9OtbkOC/011a5ebb85e816f378cd3cf6a0716b56/670a1581/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
百团大战,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-09/09/20240909134504701tcMcRxfs/555c922f30427d0c9ed4445b7128a925/670a1756/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
红海行动,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-09/03/202409031729463416lFdTXTN/4b2f93e48cf11b1408a4d9dbc9cf6e61/670a1b30/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
神偷谍影,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-05/26/20230526101107439GZ25SDWa/8e88edb3627eb79d2cb6d0786631049b/670a1e9f/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
追龙,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-11/29/20221129150251985l4P5wVoZ/d76c200c9dcc21c5f184574d8f9a2486/670a2313/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
醉拳2,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-04/23/20230423131031446MoZTnC0T/a111149f1119179fba2a21bcf28d7af6/670a252a/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
精武英雄,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-05/08/20230508094616915X0evEOMG/3163d89c28c956727c60872502165b08/670a25b4/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
方世玉2,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-05/05/20230505095153346qsE1uHHo/f0c0520e0b0cedb32b2d36ee31885b3e/670a25e7/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
简单任务,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-05/12/20230512100332878cuiCqqyB/e8217f2d7363d2a3f8379a5ecfab7172/670a302d/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
坚如磐石,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-01/12/20240112173445606EtW2j6Un/902402292c493a3ac86daf12e6b7757e/670a773d/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
速度与激情1,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-07/30/20240730095337300HChYuE78/fafe452cf1170e585c5cb0804fd9198a/670a181d/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
速度与激情2,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-07/30/20240730102325187SbqEbRlf/b6a666c247b91cef5a22882b47774ca2/670a1869/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
速度与激情3,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-07/30/20240730112554716nPOBK7FV/a39e925b5d0156adea2486d9c78bc7bb/670a18ab/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
速度与激情4,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-10/25/20221025124837441DxIHoyGg/a82e4616f77dc8dc187ad227aa0096de/670a18ca/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
速度与激情5,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-10/28/20221028104813108P5WRXa7b/2716ba46519ce6028389f8152ab74ff4/670a18e8/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
速度与激情6,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-09/26/202209261007228567ubbUoWJ/3287a9fb467dbc9661743a8a9cd94b9e/670a191c/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
速度与激情7,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-11/28/20221128173122864Yd7c0xj2/091be360c587802fa15a7e9e3ef02cbc/670a1944/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
速度与激情8,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-11/15/20221115085647819JC1IPQ45/1397d91c495896d688bcfb003374c21d/670a1966/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
后天,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-09/19/20220919100426575yRXMtKNg/09cecca3c4157387dc6d60cc5034ad12/670a1c47/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
特种部队1眼镜蛇崛起,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-10/09/20221009161919080iZx8zKKE/d9eed6c94424221f60b600082930e193/670a28e4/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
特种部队2全面开战,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-10/13/20231013094202001C79inT0S/79c84d8d779ee75be33e4686c3373e46/670a1dfd/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
珍珠港,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-03/24/2023032410285548559LY41AP/1b31045c082aa4e3d8cb4a6a6357c3b6/670a2398/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
木乃伊3,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-07/30/20240730111328676ofDM0H9U/eaa07d321f768d3255b6552be757df74/670a26c0/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
古墓丽影,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-04/28/20240428170650297FIhZvmbL/e22e37b25b30d869e97dae8fd7567e6d/670a2797/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
古墓丽影2,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-08/17/20230817091046104x6hn9zew/98c8ff8e3368d830e5c939e339f21424/670a28a3/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
狂蟒之灾1,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-04/17/20240417093750472O7qRV15S/8eb23c323a83fbe57209fad3a4a02596/670a7857/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
狂蟒之灾2,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-07/18/20240718091137194RyqRXAza/c06b14b6b5c14d2fc6a904005a14efce/670a27de/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
泰坦尼克号,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-08/27/20240827142351372QG5z0rcs/6941247a7570577a76744707223d7b44/670a31cf/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
哥斯拉,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-09/06/20240906095952572BngUuxdu/b1824b16ca9245658d73ce8bc12d2701/670a358d/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
金刚,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-11/10/20221110092737251LVxDt2cU/e5b1befe60a99e268200331be2e38f57/670a79fc/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
神奇四侠,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2022-07/15/20220715101341248yw4HFwE6/43e49959871018ceaa2c34b21afcc175/670a7a81/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
生化危机之死亡岛,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-06/14/202406141420184882heSJ87T/fbe094c0676d48285631681d521a33e2/670bb1f0/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
生化危机之复仇,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-04/26/20240426100830407WnISIN4w/a25b35a23d6acf4715f48a3b3be61574/670bd8b5/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
生化危机之诅咒,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-05/11/20230511094337178IyEgteVn/7bd8cfcd554972b0d04e6f03ad9fd588/670bd902/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
绝地战警,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2023-07/03/20230703103432568mGO6r6PQ/20c6130c155b08523d3b69eb61ce6ef1/670cb676/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
绝地战警之疾速追击,https://ali-hlsgslb.wasu.tv/pcsan24/ott/movie/2024-03/08/202403080939217534UrEtivV/522785f4f063f71face51a68bdf84966/670cb6e1/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0

解放大西南,#genre#
第1集,https://ali-hlsgslb.wasu.tv/pcsan24/ott/series/2023-08/01/20230801123625398CASQ91Yl/170872154ac5ed5ff9d1a833d74fbc65/670a496f/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
第2集,https://ali-hlsgslb.wasu.tv/pcsan24/ott/series/2023-08/01/20230801124343879ueA71BpY/1ee2c2884697bb55727285802dce0518/670a4a7a/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
第3集,https://ali-hlsgslb.wasu.tv/pcsan24/ott/series/2023-08/01/20230801123429330XQutCRK4/c8aba1d3c2df4b57a4380cb74feee84c/670a4aa3/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
第4集,https://ali-hlsgslb.wasu.tv/pcsan24/ott/series/2023-08/01/20230801130435997UqYwEM9u/320034339cf226baacaffb9e3bcd9f11/670a4abd/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
第5集,https://ali-hlsgslb.wasu.tv/pcsan24/ott/series/2023-08/01/202308011251150940I7Q3O3t/b9b3d8a7a87e8c48ecccbf3a0e210ba0/670a4ad9/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
第6集,https://ali-hlsgslb.wasu.tv/pcsan24/ott/series/2023-08/01/20230801130235445MHxzB0hl/5191700359e1aa6d288485d66ecff3b7/670a4af0/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
第7集,https://ali-hlsgslb.wasu.tv/pcsan24/ott/series/2023-08/01/202308011229177149A7xvnXy/43c4d632e44a8397c8dcb607826a1643/670a4b04/playlist.m3u8?UserID=0330AC00300DB9DBC84B6&domain=tv5.0
